Name,IQ,GPA,Placement
Student1151,149,3.85,1
Student1152,131,2.17,1
Student1153,150,3.44,1
Student1154,85,3.81,1
Student1155,139,3.07,0
Student1156,139,2.41,1
Student1157,102,3.89,1
Student1158,139,2.75,1
Student1159,89,3.58,0
Student1160,85,2.52,1
Student1161,105,2.28,0
Student1162,147,3.0,0
Student1163,99,3.37,0
Student1164,147,3.07,1
Student1165,86,2.76,0
Student1166,125,2.94,0
Student1167,114,3.78,1
Student1168,135,3.58,1
Student1169,86,2.16,0
Student1170,141,3.01,0
Student1171,120,3.37,1
Student1172,141,3.35,0
Student1173,113,3.61,0
Student1174,128,2.81,1
Student1175,133,2.11,1
Student1176,122,3.09,0
Student1177,90,3.24,1
Student1178,136,3.1,1
Student1179,140,2.04,1
Student1180,83,2.57,0
Student1181,123,2.2,1
Student1182,107,3.51,1
Student1183,122,3.4,1
Student1184,132,2.52,1
Student1185,148,3.54,0
Student1186,131,3.4,1
Student1187,105,3.56,0
Student1188,140,2.45,1
Student1189,144,2.52,1
Student1190,105,3.9,1
Student1191,115,2.57,1
Student1192,136,2.67,1
Student1193,120,2.29,0
Student1194,107,3.27,1
Student1195,104,2.88,1
Student1196,110,3.17,0
Student1197,128,2.79,1
Student1198,128,3.79,0
Student1199,95,3.0,1
Student1200,87,3.47,1
Student1201,148,2.0,0
Student1202,123,2.85,1
Student1203,91,2.94,1
Student1204,132,3.09,1
Student1205,101,2.11,0
Student1206,116,2.2,0
Student1207,88,3.67,0
Student1208,125,3.16,0
Student1209,111,2.12,0
Student1210,113,2.98,0
Student1211,86,3.41,0
Student1212,98,2.92,1
Student1213,136,2.52,0
Student1214,147,3.36,1
Student1215,106,2.44,0
Student1216,105,2.74,1
Student1217,82,2.51,0
Student1218,113,2.41,1
Student1219,121,3.01,1
Student1220,81,3.37,0
Student1221,93,3.53,1
Student1222,88,2.74,1
Student1223,87,3.62,0
Student1224,92,3.15,0
Student1225,109,3.38,1
Student1226,134,3.88,1
Student1227,140,2.66,0
Student1228,88,3.24,0
Student1229,99,3.28,1
Student1230,146,3.7,0
Student1231,106,3.48,0
Student1232,148,3.62,0
Student1233,107,2.14,0
Student1234,128,3.13,0
Student1235,149,2.53,0
Student1236,102,2.45,0
Student1237,108,3.08,1
Student1238,118,2.3,0
Student1239,149,2.67,0
Student1240,104,3.87,1
Student1241,100,2.71,0
Student1242,146,3.05,1
Student1243,125,2.43,0
Student1244,97,2.73,0
Student1245,99,3.69,0
Student1246,118,3.84,0
Student1247,82,3.78,0
Student1248,142,3.45,1
Student1249,84,2.59,0
Student1250,137,3.75,0
Student1251,136,2.73,1
Student1252,120,3.56,0
Student1253,121,3.36,0
Student1254,85,2.27,1
Student1255,149,3.19,1
Student1256,113,3.1,1
Student1257,81,3.27,0
Student1258,105,2.68,1
Student1259,140,2.87,1
Student1260,133,3.19,0
Student1261,118,3.9,0
Student1262,82,2.35,0
Student1263,149,3.52,0
Student1264,93,3.52,0
Student1265,117,2.93,1
Student1266,92,3.94,0
Student1267,146,3.84,0
Student1268,96,3.88,1
Student1269,89,3.87,0
Student1270,115,3.35,0
Student1271,91,2.42,1
Student1272,116,3.24,0
Student1273,101,3.72,1
Student1274,111,2.19,0
Student1275,130,2.03,0
Student1276,140,3.15,1
Student1277,109,3.57,1
Student1278,92,3.16,0
Student1279,94,3.71,1
Student1280,90,3.32,1
Student1281,145,2.42,1
Student1282,138,3.62,0
Student1283,137,2.74,0
Student1284,105,3.25,1
Student1285,144,3.71,0
Student1286,136,3.64,1
Student1287,81,2.39,0
Student1288,120,2.63,0
Student1289,98,3.53,0
Student1290,81,2.45,0
Student1291,134,2.75,1
Student1292,112,3.01,1
Student1293,102,2.12,0
Student1294,111,2.67,0
Student1295,141,2.9,1
Student1296,115,2.71,0
Student1297,99,3.52,1
Student1298,97,3.0,0
Student1299,150,3.63,0
Student1300,81,2.25,1
Student1301,119,2.78,1
Student1302,122,3.92,0
Student1303,143,3.74,1
Student1304,97,3.65,0
Student1305,109,3.96,1
Student1306,130,2.76,1
Student1307,109,2.99,1
Student1308,116,3.09,0
Student1309,129,2.36,1
Student1310,87,2.93,1
Student1311,103,3.34,0
Student1312,137,2.63,1
Student1313,108,2.74,0
Student1314,100,3.9,1
Student1315,128,3.14,1
Student1316,92,3.91,1
Student1317,104,3.62,1
Student1318,103,3.0,1
Student1319,113,3.52,0
Student1320,112,2.49,1
Student1321,127,3.86,1
Student1322,81,2.5,1
Student1323,142,3.34,0
Student1324,146,3.65,0
Student1325,131,2.16,0
Student1326,80,2.85,0
Student1327,111,2.57,1
Student1328,114,2.34,0
Student1329,90,2.01,0
Student1330,119,2.32,0
Student1331,89,2.17,0
Student1332,128,3.44,0
Student1333,109,3.13,0
Student1334,121,2.15,0
Student1335,95,3.31,1
Student1336,104,2.42,0
Student1337,99,2.36,0
Student1338,150,3.39,0
Student1339,116,3.22,0
Student1340,114,3.98,1
Student1341,145,3.51,0
Student1342,124,3.16,0
Student1343,118,2.97,1
Student1344,83,3.58,1
Student1345,118,2.44,1
Student1346,114,3.28,1
Student1347,112,3.96,1
Student1348,134,2.75,1
Student1349,90,3.06,1
Student1350,136,3.8,0
Student1351,144,3.18,0
Student1352,146,2.36,1
Student1353,150,2.88,1
Student1354,144,2.26,1
Student1355,116,3.52,0
Student1356,91,3.7,1
Student1357,98,2.97,1
Student1358,89,3.9,0
Student1359,130,3.29,0
Student1360,111,2.29,1
Student1361,92,3.0,1
Student1362,104,2.91,0
Student1363,118,2.94,1
Student1364,131,3.68,0
Student1365,96,3.5,1
Student1366,146,3.61,0
Student1367,99,2.03,0
Student1368,143,3.92,1
Student1369,83,3.48,0
Student1370,136,2.54,0
Student1371,112,2.48,1
Student1372,131,2.02,1
Student1373,119,3.21,1
Student1374,119,3.26,1
Student1375,102,3.03,1
Student1376,147,2.75,1
Student1377,138,3.37,0
Student1378,137,2.79,0
Student1379,114,3.57,1
Student1380,145,3.83,1
Student1381,102,3.94,1
Student1382,96,3.3,0
Student1383,84,2.14,1
Student1384,116,2.8,1
Student1385,142,3.46,0
Student1386,127,3.63,1
Student1387,88,2.84,1
Student1388,96,2.64,0
Student1389,114,3.5,0
Student1390,89,3.41,1
Student1391,138,3.69,1
Student1392,146,3.68,1
Student1393,130,3.86,1
Student1394,124,2.87,1
Student1395,116,3.81,1
Student1396,142,3.32,1
Student1397,148,2.84,0
Student1398,93,2.42,0
Student1399,84,2.86,1
Student1400,140,3.43,0
Student1401,82,2.78,1
Student1402,101,2.19,0
Student1403,129,2.52,1
Student1404,112,2.95,0
Student1405,85,4.0,1
Student1406,96,2.23,1
Student1407,92,2.73,0
Student1408,147,3.76,0
Student1409,119,2.76,0
Student1410,114,2.12,1
Student1411,85,3.3,1
Student1412,114,2.44,0
Student1413,110,2.61,1
Student1414,105,3.12,1
Student1415,111,2.48,0
Student1416,89,2.78,1
Student1417,97,2.95,0
Student1418,93,2.03,1
Student1419,109,3.66,1
Student1420,139,3.31,1
Student1421,133,3.79,1
Student1422,112,2.88,0
Student1423,89,3.24,0
Student1424,89,2.54,0
Student1425,115,2.34,1
Student1426,140,3.09,0
Student1427,110,2.17,0
Student1428,140,3.74,1
Student1429,95,2.06,1
Student1430,122,3.36,1
Student1431,91,3.45,1
Student1432,116,3.69,0
Student1433,85,3.79,0
Student1434,138,2.01,0
Student1435,140,3.75,0
Student1436,144,3.48,0
Student1437,144,2.82,1
Student1438,122,2.92,1
Student1439,141,2.89,0
Student1440,99,3.54,1
Student1441,131,3.03,1
Student1442,111,3.3,1
Student1443,148,2.73,0
Student1444,145,2.09,1
Student1445,140,3.51,1
Student1446,82,2.29,1
Student1447,149,2.68,0
Student1448,94,2.05,1
Student1449,91,3.24,0
Student1450,85,3.59,1
Student1451,114,3.66,0
Student1452,105,3.86,0
Student1453,111,2.95,0
Student1454,124,2.58,1
Student1455,96,2.7,1
Student1456,143,3.16,0
Student1457,115,3.76,0
Student1458,91,2.28,0
Student1459,123,2.14,0
Student1460,84,3.51,0
Student1461,97,3.39,0
Student1462,143,2.67,1
Student1463,121,2.03,1
Student1464,142,2.39,0
Student1465,130,2.09,1
Student1466,113,2.62,0
Student1467,96,2.67,1
Student1468,82,3.55,1
Student1469,125,2.44,0
Student1470,91,3.12,1
Student1471,96,3.84,0
Student1472,100,3.5,1
Student1473,93,2.72,0
Student1474,87,2.37,1
Student1475,106,2.27,1
Student1476,82,2.65,1
Student1477,103,2.45,1
Student1478,131,2.74,1
Student1479,118,3.7,1
Student1480,129,2.85,0
Student1481,94,3.24,1
Student1482,108,3.26,1
Student1483,91,3.87,1
Student1484,116,3.74,1
Student1485,122,2.19,0
Student1486,138,3.76,1
Student1487,97,3.85,0
Student1488,119,2.39,1
Student1489,122,3.15,0
Student1490,132,3.32,0
Student1491,113,3.02,1
Student1492,95,2.77,0
Student1493,104,2.96,0
Student1494,82,3.91,1
Student1495,112,3.18,0
Student1496,104,2.35,0
Student1497,148,2.73,1
Student1498,90,2.94,1
Student1499,119,3.18,0
Student1500,102,3.41,0
Student1501,141,3.62,0
Student1502,105,3.54,0
Student1503,137,3.98,0
Student1504,119,2.7,0
Student1505,139,3.49,0
Student1506,150,2.71,1
Student1507,142,2.01,0
Student1508,110,3.96,1
Student1509,94,2.12,0
Student1510,116,2.16,1
Student1511,146,3.73,0
Student1512,141,3.66,0
Student1513,114,2.84,1
Student1514,128,3.83,1
Student1515,138,3.63,0
Student1516,93,3.77,1
Student1517,107,2.06,0
Student1518,99,3.85,1
Student1519,148,2.02,0
Student1520,80,3.96,1
Student1521,133,2.37,0
Student1522,117,3.24,1
Student1523,102,3.85,0
Student1524,98,2.35,0
Student1525,143,3.37,0
Student1526,100,2.13,0
Student1527,116,2.94,1
Student1528,108,3.34,0
Student1529,121,2.93,0
Student1530,118,2.96,0
Student1531,125,3.05,0
Student1532,124,2.89,1
Student1533,124,4.0,1
Student1534,150,2.58,0
Student1535,100,2.08,0
Student1536,131,2.03,1
Student1537,119,2.41,1
Student1538,111,2.47,1
Student1539,110,3.9,0
Student1540,102,2.19,1
Student1541,122,3.87,1
Student1542,134,3.94,1
Student1543,105,3.42,0
Student1544,121,3.65,0
Student1545,85,3.62,1
Student1546,115,3.78,0
Student1547,88,3.15,0
Student1548,93,2.82,1
Student1549,91,2.76,0
Student1550,142,3.99,1
Student1551,120,3.87,1
Student1552,134,3.98,0
Student1553,96,3.66,1
Student1554,129,2.81,0
Student1555,91,2.31,0
Student1556,98,2.87,1
Student1557,150,2.83,1
Student1558,112,3.23,0
Student1559,130,2.74,1
Student1560,106,2.35,1
Student1561,145,2.46,0
Student1562,144,2.42,1
Student1563,140,2.63,0
Student1564,110,2.04,1
Student1565,80,2.26,1
Student1566,97,2.05,0
Student1567,112,3.8,0
Student1568,121,3.15,1
Student1569,115,3.0,0
Student1570,113,2.25,1
Student1571,121,3.19,0
Student1572,106,2.5,0
Student1573,96,2.19,1
Student1574,95,2.16,1
Student1575,147,2.65,1
Student1576,121,3.28,0
Student1577,85,3.06,1
Student1578,142,3.7,0
Student1579,98,3.11,1
Student1580,102,2.47,0
Student1581,108,2.06,0
Student1582,147,3.16,0
Student1583,136,3.56,0
Student1584,119,3.69,0
Student1585,93,3.41,0
Student1586,113,3.02,1
Student1587,132,3.14,1
Student1588,92,2.65,1
Student1589,149,3.47,0
Student1590,91,2.6,0
Student1591,109,3.85,0
Student1592,130,3.35,0
Student1593,125,2.08,1
Student1594,128,2.88,1
Student1595,82,2.35,1
Student1596,127,3.64,1
Student1597,92,2.59,1
Student1598,124,2.89,1
Student1599,149,3.88,0
Student1600,130,2.05,0
Student1601,85,3.88,1
Student1602,92,2.6,1
Student1603,117,3.07,1
Student1604,146,2.85,0
Student1605,98,2.86,0
Student1606,131,3.36,0
Student1607,121,2.89,1
Student1608,81,3.73,0
Student1609,123,3.08,0
Student1610,105,2.86,0
Student1611,96,2.71,0
Student1612,119,3.39,0
Student1613,114,2.96,1
Student1614,95,3.7,1
Student1615,101,2.47,0
Student1616,149,2.38,1
Student1617,109,3.9,0
Student1618,83,2.85,0
Student1619,91,3.64,0
Student1620,124,3.8,0
Student1621,125,3.58,0
Student1622,82,2.21,0
Student1623,81,3.34,1
Student1624,107,2.04,1
Student1625,114,2.6,1
Student1626,124,3.07,0
Student1627,87,2.81,1
Student1628,141,2.14,1
Student1629,129,2.25,1
Student1630,87,2.95,0
Student1631,100,3.25,0
Student1632,82,2.36,0
Student1633,142,2.61,0
Student1634,138,3.0,0
Student1635,123,3.0,1
Student1636,137,3.45,1
Student1637,140,2.85,0
Student1638,120,3.61,1
Student1639,150,3.85,0
Student1640,136,2.46,1
Student1641,105,3.95,0
Student1642,133,2.04,1
Student1643,114,3.09,0
Student1644,85,3.99,0
Student1645,107,3.18,1
Student1646,138,3.05,0
Student1647,141,3.11,1
Student1648,123,2.25,0
Student1649,103,3.22,1
Student1650,122,3.37,1
Student1651,98,2.61,0
Student1652,148,2.69,1
Student1653,150,2.73,0
Student1654,87,2.05,0
Student1655,136,3.44,1
Student1656,144,3.02,1
Student1657,130,3.98,0
Student1658,115,2.36,1
Student1659,128,3.15,0
Student1660,129,2.17,0
Student1661,92,2.68,0
Student1662,148,3.44,1
Student1663,93,2.22,1
Student1664,132,2.11,0
Student1665,100,3.69,1
Student1666,113,3.78,1
Student1667,147,3.94,0
Student1668,80,3.92,0
Student1669,123,3.94,0
Student1670,90,2.89,1
Student1671,124,3.11,0
Student1672,84,3.86,0
Student1673,147,2.88,0
Student1674,124,3.66,0
Student1675,146,3.66,1
Student1676,145,2.47,1
Student1677,112,3.24,1
Student1678,99,3.31,0
Student1679,134,3.71,0
Student1680,87,3.58,0
Student1681,148,3.48,1
Student1682,109,3.53,1
Student1683,117,3.24,0
Student1684,130,3.29,1
Student1685,83,2.33,0
Student1686,146,3.0,0
Student1687,150,2.1,1
Student1688,136,3.49,1
Student1689,113,3.08,0
Student1690,121,2.44,0
Student1691,112,3.8,0
Student1692,102,3.59,1
Student1693,132,3.7,0
Student1694,88,3.55,0
Student1695,116,2.97,1
Student1696,85,2.59,1
Student1697,103,3.2,0
Student1698,92,3.46,0
Student1699,86,3.53,0
Student1700,90,3.41,1
Student1701,117,3.72,0
Student1702,108,2.82,1
Student1703,142,2.16,0
Student1704,133,2.6,0
Student1705,131,2.9,0
Student1706,114,3.79,1
Student1707,117,2.01,0
Student1708,117,3.83,1
Student1709,150,3.0,0
Student1710,93,2.21,0
Student1711,132,2.18,1
Student1712,127,2.69,0
Student1713,102,3.19,1
Student1714,120,2.77,1
Student1715,107,2.84,1
Student1716,134,2.18,0
Student1717,104,3.6,0
Student1718,91,2.2,1
Student1719,147,2.8,1
Student1720,114,3.15,1
Student1721,136,3.0,0
Student1722,113,3.93,0
Student1723,95,3.83,0
Student1724,150,3.65,1
Student1725,112,2.45,1
Student1726,123,2.36,0
Student1727,127,2.97,0
Student1728,82,2.85,1
Student1729,99,3.3,1
Student1730,118,3.81,1
Student1731,119,2.98,0
Student1732,124,2.68,1
Student1733,90,3.89,0
Student1734,115,2.4,0
Student1735,117,2.31,1
Student1736,130,3.96,0
Student1737,88,3.9,1
Student1738,141,3.37,0
Student1739,124,2.45,0
Student1740,91,2.24,0
Student1741,130,3.47,1
Student1742,129,2.91,0
Student1743,87,3.3,1
Student1744,92,2.38,0
Student1745,138,2.14,1
Student1746,127,2.96,1
Student1747,104,2.58,0
Student1748,147,3.14,1
Student1749,119,2.51,0
Student1750,138,3.56,1
Student1751,143,3.78,1
Student1752,147,3.01,0
Student1753,121,2.47,1
Student1754,137,3.86,1
Student1755,144,3.87,1
Student1756,113,3.34,1
Student1757,139,2.41,1
Student1758,148,3.61,1
Student1759,106,2.27,0
Student1760,84,3.09,1
Student1761,111,3.87,1
Student1762,128,3.78,1
Student1763,123,3.75,0
Student1764,106,2.44,1
Student1765,102,2.86,0
Student1766,112,3.67,1
Student1767,109,2.71,1
Student1768,131,3.99,1
Student1769,97,2.66,0
Student1770,149,3.33,1
Student1771,139,2.61,1
Student1772,88,3.04,1
Student1773,142,3.93,1
Student1774,105,3.94,1
Student1775,110,2.3,1
Student1776,103,3.62,0
Student1777,129,2.05,0
Student1778,102,2.88,1
Student1779,91,2.54,0
Student1780,123,3.12,1
Student1781,92,3.25,1
Student1782,108,2.37,0
Student1783,119,2.16,1
Student1784,81,3.1,1
Student1785,142,3.12,1
Student1786,148,2.92,0
Student1787,107,2.24,1
Student1788,128,2.09,1
Student1789,89,3.26,0
Student1790,81,3.83,1
Student1791,81,3.9,0
Student1792,113,3.49,0
Student1793,127,2.6,1
Student1794,80,3.29,1
Student1795,110,2.88,1
Student1796,129,2.3,0
Student1797,110,3.62,0
Student1798,94,2.14,0
Student1799,142,3.88,0
Student1800,131,2.96,0
Student1801,100,3.4,1
Student1802,144,2.25,1
Student1803,107,2.46,0
Student1804,92,3.02,0
Student1805,104,3.58,0
Student1806,113,2.11,1
Student1807,100,3.93,1
Student1808,83,2.31,0
Student1809,133,2.81,1
Student1810,146,2.82,0
Student1811,86,3.27,1
Student1812,114,2.82,0
Student1813,126,3.23,0
Student1814,134,3.02,1
Student1815,84,2.93,1
Student1816,122,3.41,1
Student1817,131,3.62,0
Student1818,102,3.87,0
Student1819,132,3.73,0
Student1820,95,2.58,1
Student1821,117,2.0,0
Student1822,144,3.93,1
Student1823,139,2.43,1
Student1824,140,3.85,1
Student1825,130,2.96,1
Student1826,94,2.24,0
Student1827,119,3.03,1
Student1828,96,2.46,0
Student1829,92,2.28,0
Student1830,83,3.38,0
Student1831,143,3.0,0
Student1832,99,3.14,0
Student1833,131,3.53,1
Student1834,143,2.6,0
Student1835,90,3.03,0
Student1836,95,3.16,1
Student1837,92,3.59,1
Student1838,110,3.69,1
Student1839,106,3.07,0
Student1840,101,2.26,1
Student1841,129,3.46,1
Student1842,86,2.21,1
Student1843,125,2.44,0
Student1844,121,3.85,1
Student1845,103,2.2,1
Student1846,139,3.06,0
Student1847,117,2.25,0
Student1848,93,2.96,0
Student1849,111,3.63,1
Student1850,93,2.29,1
Student1851,116,2.47,1
Student1852,129,2.39,0
Student1853,92,2.76,1
Student1854,121,3.37,1
Student1855,133,3.12,1
Student1856,91,3.74,0
Student1857,103,2.98,1
Student1858,88,2.57,1
Student1859,80,3.81,1
Student1860,138,2.98,1
Student1861,103,2.07,0
Student1862,144,2.4,0
Student1863,111,2.56,1
Student1864,129,2.86,0
Student1865,145,2.2,1
Student1866,139,3.35,1
Student1867,125,2.56,0
Student1868,92,3.49,0
Student1869,95,3.04,1
Student1870,93,3.69,1
Student1871,147,3.98,0
Student1872,93,2.4,1
Student1873,133,2.09,1
Student1874,102,3.49,0
Student1875,145,2.85,1
Student1876,89,3.68,0
Student1877,143,3.76,0
Student1878,136,3.57,1
Student1879,138,3.15,1
Student1880,111,2.51,1
Student1881,120,2.27,1
Student1882,116,3.07,0
Student1883,118,2.11,1
Student1884,134,2.13,1
Student1885,129,3.44,1
Student1886,144,3.81,0
Student1887,90,2.19,1
Student1888,108,2.3,1
Student1889,84,2.04,1
Student1890,85,3.39,0
Student1891,133,2.03,0
Student1892,136,3.81,0
Student1893,120,3.93,0
Student1894,123,2.13,0
Student1895,143,3.13,1
Student1896,131,2.07,0
Student1897,99,2.57,0
Student1898,92,3.0,1
Student1899,88,3.31,0
Student1900,95,3.88,1
Student1901,127,3.06,0
Student1902,125,3.36,1
Student1903,113,3.79,1
Student1904,119,3.7,1
Student1905,84,3.07,0
Student1906,149,2.99,0
Student1907,80,3.96,0
Student1908,105,3.16,0
Student1909,129,3.17,0
Student1910,106,2.76,0
Student1911,119,3.91,0
Student1912,114,2.44,0
Student1913,119,3.93,1
Student1914,134,3.1,0
Student1915,104,3.88,1
Student1916,147,3.57,1
Student1917,105,2.73,0
Student1918,109,2.31,1
Student1919,128,3.55,1
Student1920,113,3.01,1
Student1921,144,2.67,0
Student1922,103,3.81,1
Student1923,97,2.18,1
Student1924,112,2.97,1
Student1925,136,2.96,0
Student1926,117,3.55,1
Student1927,91,3.86,1
Student1928,124,2.49,1
Student1929,100,3.93,1
Student1930,125,3.51,0
Student1931,126,2.07,1
Student1932,138,3.26,1
Student1933,93,2.93,0
Student1934,122,3.98,1
Student1935,147,3.49,0
Student1936,123,3.17,0
Student1937,131,3.39,1
Student1938,114,3.76,1
Student1939,105,2.95,1
Student1940,140,2.07,0
Student1941,105,2.69,1
Student1942,96,3.76,1
Student1943,103,2.76,0
Student1944,104,3.25,1
Student1945,125,3.61,1
Student1946,139,3.24,1
Student1947,86,3.99,0
Student1948,85,3.06,1
Student1949,116,2.47,0
Student1950,91,2.73,0
Student1951,147,2.64,1
Student1952,102,3.64,1
Student1953,148,2.17,0
Student1954,149,2.53,0
Student1955,114,2.69,1
Student1956,141,3.16,1
Student1957,99,2.03,1
Student1958,124,3.81,0
Student1959,95,2.35,1
Student1960,131,2.48,0
Student1961,131,3.34,1
Student1962,128,3.4,0
Student1963,134,3.22,0
Student1964,127,3.46,0
Student1965,142,2.41,0
Student1966,137,2.9,0
Student1967,90,3.67,1
Student1968,146,2.61,1
Student1969,143,3.98,0
Student1970,84,2.3,1
Student1971,129,2.49,1
Student1972,87,2.15,1
Student1973,97,2.25,1
Student1974,146,3.56,1
Student1975,128,2.49,0
Student1976,132,2.41,0
Student1977,103,2.3,0
Student1978,125,3.33,1
Student1979,141,2.23,0
Student1980,100,2.13,0
Student1981,82,3.72,1
Student1982,108,3.61,1
Student1983,140,3.33,0
Student1984,145,2.59,0
Student1985,106,3.42,1
Student1986,126,3.11,0
Student1987,148,2.42,0
Student1988,104,3.8,1
Student1989,82,2.69,1
Student1990,108,3.51,0
Student1991,110,3.77,1
Student1992,147,3.3,1
Student1993,140,2.43,0
Student1994,104,3.02,1
Student1995,92,3.17,1
Student1996,137,2.47,1
Student1997,88,2.97,1
Student1998,148,3.45,1
Student1999,122,3.79,1
Student2000,113,2.43,0
Student2001,148,3.37,0
Student2002,124,2.95,0
Student2003,109,3.77,0
Student2004,124,3.39,0
Student2005,82,3.17,1
Student2006,108,3.57,1
Student2007,144,3.63,0
Student2008,111,2.11,1
Student2009,96,3.19,0
Student2010,89,3.92,0
Student2011,90,3.51,0
Student2012,119,2.52,0
Student2013,81,2.09,0
Student2014,83,3.38,0
Student2015,137,3.13,0
Student2016,119,3.66,0
Student2017,109,2.52,1
Student2018,148,3.78,1
Student2019,98,2.6,0
Student2020,112,2.8,0
Student2021,103,2.08,1
Student2022,128,3.74,1
Student2023,90,2.85,1
Student2024,107,3.45,1
Student2025,138,2.3,0
Student2026,140,2.28,1
Student2027,123,3.76,1
Student2028,109,2.94,0
Student2029,110,2.18,0
Student2030,115,3.14,1
Student2031,86,3.84,0
Student2032,104,3.33,0
Student2033,118,2.54,0
Student2034,106,2.98,1
Student2035,143,2.21,1
Student2036,150,3.67,0
Student2037,133,3.71,0
Student2038,136,2.76,1
Student2039,116,2.8,1
Student2040,111,3.32,1
Student2041,145,3.44,0
Student2042,122,2.55,0
Student2043,112,3.24,0
Student2044,116,2.93,0
Student2045,99,2.4,0
Student2046,82,2.67,0
Student2047,136,2.78,0
Student2048,90,3.4,0
Student2049,90,3.74,0
Student2050,122,2.44,0
Student2051,135,3.23,0
Student2052,149,2.24,1
Student2053,91,3.8,0
Student2054,105,2.48,0
Student2055,124,3.57,0
Student2056,87,2.94,0
Student2057,140,3.15,0
Student2058,135,3.94,0
Student2059,119,3.63,0
Student2060,95,3.04,0
Student2061,150,3.34,1
Student2062,88,2.7,0
Student2063,101,2.66,0
Student2064,83,3.73,0
Student2065,97,3.47,0
Student2066,84,3.79,0
Student2067,134,3.22,1
Student2068,146,2.85,1
Student2069,143,2.89,0
Student2070,99,3.23,1
Student2071,121,4.0,0
Student2072,122,3.59,1
Student2073,84,2.27,1
Student2074,111,2.3,0
Student2075,115,3.77,1
Student2076,89,2.56,0
Student2077,98,3.73,0
Student2078,134,3.51,1
Student2079,133,3.39,1
Student2080,127,2.49,1
Student2081,128,2.3,1
Student2082,93,2.39,0
Student2083,109,3.72,1
Student2084,125,3.68,0
Student2085,80,3.89,0
Student2086,89,2.01,1
Student2087,94,2.18,1
Student2088,105,3.07,1
Student2089,100,2.02,0
Student2090,84,3.78,0
Student2091,102,3.23,0
Student2092,141,3.45,1
Student2093,120,3.67,0
Student2094,150,2.81,0
Student2095,107,2.88,1
Student2096,143,3.62,1
Student2097,117,2.14,0
Student2098,125,3.78,0
Student2099,98,2.69,0
Student2100,110,3.94,0
Student2101,123,3.03,0
Student2102,110,3.01,1
Student2103,117,2.01,0
Student2104,143,2.49,1
Student2105,150,2.38,1
Student2106,87,2.37,1
Student2107,92,3.64,1
Student2108,111,3.81,0
Student2109,135,3.08,1
Student2110,115,2.92,0
Student2111,88,3.81,1
Student2112,89,2.37,1
Student2113,97,3.87,1
Student2114,129,3.51,1
Student2115,92,3.69,0
Student2116,91,2.98,1
Student2117,98,3.07,0
Student2118,141,2.29,1
Student2119,139,3.36,0
Student2120,90,3.25,1
Student2121,149,2.98,1
Student2122,80,2.33,0
Student2123,120,2.55,1
Student2124,102,2.5,1
Student2125,133,2.32,0
Student2126,123,3.13,0
Student2127,92,2.95,1
Student2128,106,3.83,1
Student2129,94,2.52,1
Student2130,116,3.24,1
Student2131,149,2.9,1
Student2132,113,3.67,0
Student2133,150,2.71,0
Student2134,132,2.34,0
Student2135,96,3.64,1
Student2136,132,2.77,1
Student2137,95,2.28,1
Student2138,92,2.05,1
Student2139,134,2.22,1
Student2140,108,2.76,1
Student2141,89,2.53,1
Student2142,116,2.41,0
Student2143,129,2.66,1
Student2144,82,2.14,1
Student2145,82,3.36,1
Student2146,109,3.56,1
Student2147,81,2.74,0
Student2148,134,2.16,0
Student2149,150,3.92,1
Student2150,127,3.8,1
Student2151,146,2.63,1
Student2152,141,2.66,1
Student2153,145,3.74,1
Student2154,121,2.81,1
Student2155,94,2.72,1
Student2156,89,2.06,0
Student2157,87,3.31,0
Student2158,143,3.14,1
Student2159,125,2.67,1
Student2160,139,2.12,0
Student2161,146,2.21,1
Student2162,106,2.58,0
Student2163,119,2.73,0
Student2164,94,2.88,1
Student2165,117,2.59,0
Student2166,110,2.8,0
Student2167,137,3.41,1
Student2168,112,3.08,0
Student2169,117,2.29,0
Student2170,110,2.06,0
Student2171,136,3.27,0
Student2172,105,3.64,1
Student2173,124,3.76,0
Student2174,139,3.75,1
Student2175,123,3.61,0
Student2176,95,2.99,0
Student2177,149,2.08,1
Student2178,120,3.49,1
Student2179,110,3.27,1
Student2180,131,3.45,1
Student2181,81,3.8,1
Student2182,135,3.23,1
Student2183,121,3.07,0
Student2184,122,3.37,0
Student2185,83,2.31,1
Student2186,136,3.69,1
Student2187,131,2.32,1
Student2188,114,3.7,0
Student2189,96,3.3,1
Student2190,132,2.48,1
Student2191,129,2.44,1
Student2192,111,3.87,0
Student2193,94,2.69,1
Student2194,139,2.96,0
Student2195,123,3.31,1
Student2196,132,2.2,1
Student2197,140,2.74,0
Student2198,148,3.75,1
Student2199,129,2.38,1
Student2200,92,2.66,1
Student2201,100,2.05,1
Student2202,94,2.25,1
Student2203,92,3.6,1
Student2204,82,3.58,1
Student2205,140,2.99,1
Student2206,125,2.2,0
Student2207,150,3.03,0
Student2208,139,2.75,1
Student2209,81,3.91,0
Student2210,102,2.39,0
Student2211,142,2.33,0
Student2212,95,2.05,0
Student2213,111,2.61,0
Student2214,131,2.44,0
Student2215,121,2.83,0
Student2216,142,3.72,1
Student2217,87,3.61,0
Student2218,146,3.22,0
Student2219,107,3.47,1
Student2220,93,2.2,1
Student2221,109,2.69,0
Student2222,116,3.21,1
Student2223,117,3.52,1
Student2224,136,2.22,0
Student2225,119,3.32,1
